"id","circ_tronco_cm","long","lat","inclinacion_peligrosa","peligrosidad_especie","peligrosidad_diametro","peligrosidad_altura"
91,32,-68.856128661,-32.9019489704,0,0.0420032310177706,0.0409336941813261,0.0289715113471753
93,140,-68.8559831011,-32.9019032972,0,0.185148665048544,0.14110772139389,0.0889907279121816
94,40,-68.8559767703,-32.9018780886,0,0.185148665048544,0.0409336941813261,0.0289715113471753
95,44,-68.8559778475,-32.9018181842,0,0.185148665048544,0.0409336941813261,0.0289715113471753
96,36,-68.8559749632,-32.9017834767,0,0.0420032310177706,0.0409336941813261,0.0289715113471753
97,180,-68.8560408923,-32.9017272402,0,0.0903973509933775,0.14110772139389,0.0889907279121816
98,40,-68.8561006803,-32.9017260692,0,0.0227272727272727,0.0409336941813261,0.0289715113471753
99,160,-68.8562045722,-32.9017241239,0,0.0903973509933775,0.14110772139389,0.0289715113471753
100,164,-68.8562884675,-32.901722976,0,0.0903973509933775,0.14110772139389,0.0289715113471753
101,160,-68.8564013151,-32.9017206089,0,0.0903973509933775,0.14110772139389,0.0889907279121816
104,180,-68.8565979452,-32.9017199996,0,0.0903973509933775,0.14110772139389,0.0889907279121816
105,180,-68.8566932262,-32.9017201088,0,0.0903973509933775,0.14110772139389,0.0889907279121816
106,100,-68.8567481144,-32.901717693,0,0.0364741641337386,0.14110772139389,0.0289715113471753
107,180,-68.8568847571,-32.9017166601,0,0.0903973509933775,0.14110772139389,0.0889907279121816
108,180,-68.8569135597,-32.9017174677,0,0.0903973509933775,0.14110772139389,0.157894736842105
109,160,-68.8569917003,-32.9017175571,0,0.0903973509933775,0.14110772139389,0.157894736842105
112,22,-68.8569770778,-32.8635909097,0,0.185148665048544,0.0409336941813261,0.0289715113471753
113,90,-68.8568439381,-32.8635872967,0,0.0204081632653061,0.14110772139389,0.0289715113471753
114,8,-68.8567764294,-32.8635820428,0,0,0.0194352768610194,0.0162354134956875
116,6,-68.8566379938,-32.8635749808,0,0.103064066852368,0.0194352768610194,0.0162354134956875
117,80,-68.8565642207,-32.8636422827,0,0.0204081632653061,0.14110772139389,0.0889907279121816
118,100,-68.8565709627,-32.863691184,0,0.0204081632653061,0.14110772139389,0.0889907279121816
121,16,-68.8565817275,-32.8638083644,0,0.185148665048544,0.0194352768610194,0.0289715113471753
124,80,-68.8567009475,-32.8640296437,0,0.0380952380952381,0.14110772139389,0.0289715113471753
126,46,-68.8569444054,-32.8640397021,0,0.103064066852368,0.0409336941813261,0.0289715113471753
129,64,-68.857172859,-32.8640514669,0,0,0.14110772139389,0.0289715113471753
130,24,-68.8572705072,-32.8640573664,0,0,0.0409336941813261,0.0289715113471753
132,100,-68.8574609712,-32.8640650829,0,0.022887323943662,0.14110772139389,0.0889907279121816
133,90,-68.8576602822,-32.8640745531,0,0.022887323943662,0.14110772139389,0.0889907279121816
134,120,-68.8577134749,-32.8640769147,0,0.022887323943662,0.14110772139389,0.0889907279121816
135,36,-68.8578008863,-32.8640816488,0,0.185148665048544,0.0409336941813261,0.0289715113471753
136,24,-68.8578758998,-32.864085761,0,0.185148665048544,0.0409336941813261,0.0289715113471753
137,80,-68.8579538039,-32.8640881831,0,0.185148665048544,0.14110772139389,0.0889907279121816
138,80,-68.858020634,-32.8640911354,0,0.185148665048544,0.14110772139389,0.0889907279121816
139,14,-68.8580617576,-32.8640923606,0,0.185148665048544,0.0194352768610194,0.0289715113471753
140,36,-68.8581197222,-32.8640958771,0,0.0420032310177706,0.0409336941813261,0.0289715113471753
143,44,-68.8583297629,-32.8641070446,0,0.0512249443207127,0.0409336941813261,0.0289715113471753
145,4,-68.8581808708,-32.8642127881,0,0.0420032310177706,0.0194352768610194,0.0162354134956875
146,14,-68.8580854,-32.8642075023,0,0.0420032310177706,0.0194352768610194,0.0162354134956875
147,7,-68.8580028841,-32.8642039579,0,0.0420032310177706,0.0194352768610194,0.0162354134956875
148,120,-68.8579576256,-32.864202141,0,0.0859023207481815,0.14110772139389,0.0289715113471753
149,60,-68.8578812477,-32.8641980282,0,0.0859023207481815,0.0409336941813261,0.0289715113471753
150,30,-68.857820378,-32.8641944866,0,0.103064066852368,0.0409336941813261,0.0289715113471753
151,42,-68.857754913,-32.8641909605,0,0.022887323943662,0.0409336941813261,0.0289715113471753
153,56,-68.8576246578,-32.8641856357,0,0.103064066852368,0.0409336941813261,0.0889907279121816
154,50,-68.8575776041,-32.8641832819,0,0,0.0409336941813261,0.0289715113471753
155,24,-68.8575412426,-32.8641826418,0,0.0420032310177706,0.0409336941813261,0.0289715113471753
159,20,-68.857346078,-32.8641697479,0,0.0420032310177706,0.0194352768610194,0.0289715113471753
161,100,-68.8571537012,-32.8641614654,0,0.022887323943662,0.14110772139389,0.0289715113471753
162,80,-68.8570880942,-32.8641579352,0,0.022887323943662,0.14110772139389,0.0289715113471753
165,60,-68.8568438587,-32.8641461494,0,0.0859023207481815,0.0409336941813261,0.0889907279121816
166,50,-68.8567592135,-32.8641420301,0,0.0859023207481815,0.0409336941813261,0.0289715113471753
168,40,-68.8566239237,-32.8642132741,0,0.0859023207481815,0.0409336941813261,0.0289715113471753
170,60,-68.8566366649,-32.8643478911,0,0.0859023207481815,0.0409336941813261,0.0889907279121816
172,46,-68.8566542225,-32.8645104625,0,0.022887323943662,0.0409336941813261,0.0289715113471753
173,40,-68.8567490006,-32.8645912485,0,0.022887323943662,0.0409336941813261,0.0289715113471753
177,40,-68.8570554083,-32.8646059999,0,0.0420032310177706,0.0409336941813261,0.0289715113471753
179,54,-68.8571762698,-32.8646124751,0,0,0.0409336941813261,0.0889907279121816
180,44,-68.8572069582,-32.8646130845,0,0.185148665048544,0.0409336941813261,0.0289715113471753
181,16,-68.8572437821,-32.8646160029,0,0,0.0194352768610194,0.0162354134956875
182,50,-68.8572935648,-32.8646183608,0,0.185148665048544,0.0409336941813261,0.0289715113471753
185,130,-68.8575229985,-32.8646301785,0,0.106529209621993,0.14110772139389,0.0889907279121816
186,26,-68.8575959693,-32.864633138,0,0.185148665048544,0.0409336941813261,0.0289715113471753
187,48,-68.8576696196,-32.8646360973,0,0.185148665048544,0.0409336941813261,0.0289715113471753
188,100,-68.857935699,-32.8646507998,0,0.022887323943662,0.14110772139389,0.0289715113471753
189,22,-68.8580176954,-32.8646533329,0,0.0321782178217822,0.0409336941813261,0.0289715113471753
190,60,-68.8580625525,-32.8646558255,0,0.022887323943662,0.0409336941813261,0.0289715113471753
193,14,-68.8581957622,-32.8646641135,0,0,0.0194352768610194,0.0289715113471753
194,30,-68.858256053,-32.8646670294,0,0.0204081632653061,0.0409336941813261,0.0289715113471753
195,22,-68.8582956045,-32.8646687008,0,0.0512455516014235,0.0409336941813261,0.0289715113471753
196,22,-68.8583293667,-32.8646707742,0,0.185148665048544,0.0409336941813261,0.0162354134956875
198,20,-68.8584029873,-32.8645344121,0,0.0420032310177706,0.0194352768610194,0.0289715113471753
199,28,-68.8584021085,-32.8644803013,0,0.0512455516014235,0.0409336941813261,0.0289715113471753
200,26,-68.8583997538,-32.8644385862,0,0.185148665048544,0.0409336941813261,0.0289715113471753
204,130,-68.8393721078,-32.8705776557,1,0.185148665048544,0.14110772139389,0.157894736842105
205,2,-68.8393497818,-32.8705100171,0,0.185148665048544,0.0194352768610194,0.0162354134956875
208,65,-68.8393090184,-32.8703372173,0,0.0231481481481481,0.14110772139389,0.0889907279121816
211,40,-68.8392752324,-32.8702071153,1,0.0512455516014235,0.0409336941813261,0.0889907279121816
213,180,-68.839244618,-32.8700981206,0,0.185148665048544,0.14110772139389,0.157894736842105
215,200,-68.8389727497,-32.8699815525,0,0.0903973509933775,0.14110772139389,0.157894736842105
216,18,-68.8388720729,-32.8699760145,0,0.0420032310177706,0.0194352768610194,0.0289715113471753
217,18,-68.8388182088,-32.8699721589,0,0.0420032310177706,0.0194352768610194,0.0289715113471753
218,170,-68.8387341999,-32.8699698865,1,0.0903973509933775,0.14110772139389,0.157894736842105
219,180,-68.8386777703,-32.8699654865,0,0.0903973509933775,0.14110772139389,0.157894736842105
220,105,-68.8386264688,-32.8699632581,0,0.0512455516014235,0.14110772139389,0.0889907279121816
222,125,-68.8384548507,-32.8699559989,0,0.0420032310177706,0.14110772139389,0.157894736842105
223,16,-68.8383855905,-32.8699559094,0,0.0420032310177706,0.0194352768610194,0.0162354134956875
224,200,-68.8383028656,-32.8699520163,0,0.0903973509933775,0.14110772139389,0.157894736842105
226,118,-68.8380796956,-32.8699463184,0,0.0512455516014235,0.14110772139389,0.0889907279121816
228,180,-68.8380639089,-32.8700831815,0,0.0903973509933775,0.14110772139389,0.157894736842105
230,120,-68.8380983294,-32.8702159238,1,0.185148665048544,0.14110772139389,0.0889907279121816
231,25,-68.8381161635,-32.8702836173,1,0.103064066852368,0.0409336941813261,0.0289715113471753
232,90,-68.8381238125,-32.8703090495,0,0.0859023207481815,0.14110772139389,0.0889907279121816
233,70,-68.838138476,-32.8703616535,1,0.185148665048544,0.14110772139389,0.0889907279121816
234,165,-68.8381569483,-32.8704309717,0,0.0903973509933775,0.14110772139389,0.157894736842105
235,170,-68.8381639122,-32.8704812818,0,0.0903973509933775,0.14110772139389,0.157894736842105
237,35,-68.8383248382,-32.8705394661,0,0.185148665048544,0.0409336941813261,0.0889907279121816
239,110,-68.8385301422,-32.8705570438,0,0.0231481481481481,0.14110772139389,0.0889907279121816
240,190,-68.8385866556,-32.8705625296,0,0.0903973509933775,0.14110772139389,0.157894736842105
242,138,-68.8387310619,-32.8705730005,0,0.0903973509933775,0.14110772139389,0.157894736842105
245,165,-68.8389966337,-32.8705933864,0,0.0903973509933775,0.14110772139389,0.157894736842105
246,168,-68.8390639607,-32.8706005035,0,0.0903973509933775,0.14110772139389,0.157894736842105
247,160,-68.8391601435,-32.8706087407,0,0.0903973509933775,0.14110772139389,0.157894736842105
248,90,-68.8393277792,-32.8706203274,0,0.0231481481481481,0.14110772139389,0.0889907279121816
250,4,-68.8223482065,-32.8669830912,0,0.185148665048544,0.0194352768610194,0.0162354134956875
252,4,-68.822199023,-32.8669862615,0,0.185148665048544,0.0194352768610194,0.0162354134956875
253,150,-68.8221276323,-32.8669915711,0,0.022887323943662,0.14110772139389,0.0889907279121816
259,12,-68.8220074972,-32.8668966448,0,0.0420032310177706,0.0194352768610194,0.0162354134956875
260,130,-68.8220845592,-32.8668629328,0,0.0420032310177706,0.14110772139389,0.0889907279121816
262,140,-68.822237089,-32.8667900952,0,0.0420032310177706,0.14110772139389,0.0889907279121816
263,14,-68.8223245902,-32.8667496333,0,0.0420032310177706,0.0194352768610194,0.0289715113471753
265,100,-68.8224916781,-32.8667139353,0,0.0231481481481481,0.14110772139389,0.0889907279121816
266,104,-68.8225027702,-32.8667822706,0,0.185148665048544,0.14110772139389,0.0889907279121816
268,150,-68.8225191763,-32.8669136618,0,0.022887323943662,0.14110772139389,0.0889907279121816
269,150,-68.821427173,-32.8672087923,0,0.185148665048544,0.14110772139389,0.0889907279121816
272,135,-68.8214511411,-32.8673961887,1,0.185148665048544,0.14110772139389,0.157894736842105
277,180,-68.8214768818,-32.8676252287,0,0.185148665048544,0.14110772139389,0.157894736842105
278,160,-68.8214852233,-32.8676646961,0,0.185148665048544,0.14110772139389,0.157894736842105
281,160,-68.8215808436,-32.8677849418,0,0.185148665048544,0.14110772139389,0.157894736842105
282,90,-68.8216323085,-32.8677826482,0,0.185148665048544,0.14110772139389,0.157894736842105
283,180,-68.8217530143,-32.8677780855,1,0.185148665048544,0.14110772139389,0.157894736842105
284,110,-68.8218138388,-32.8677742263,0,0.185148665048544,0.14110772139389,0.157894736842105
288,30,-68.8220327918,-32.8677674362,0,0.0859023207481815,0.0409336941813261,0.0289715113471753
291,115,-68.8222434259,-32.8677637637,0,0.185148665048544,0.14110772139389,0.157894736842105
292,160,-68.8223463635,-32.8677552293,0,0.185148665048544,0.14110772139389,0.157894736842105
293,110,-68.8224812194,-32.8677514353,0,0.185148665048544,0.14110772139389,0.157894736842105
294,170,-68.8225719873,-32.8677460403,0,0.185148665048544,0.14110772139389,0.157894736842105
295,120,-68.8226190791,-32.8676765909,1,0.0420032310177706,0.14110772139389,0.0289715113471753
296,100,-68.8226135503,-32.8676339708,0,0.0420032310177706,0.14110772139389,0.0289715113471753
297,140,-68.8226052434,-32.8675699189,0,0.0420032310177706,0.14110772139389,0.0889907279121816
298,120,-68.8225960679,-32.8674655997,0,0.0420032310177706,0.14110772139389,0.0889907279121816
299,30,-68.8225905469,-32.8674061891,0,0.022887323943662,0.0409336941813261,0.0289715113471753
306,105,-68.8224011128,-32.8671097264,0,0.0420032310177706,0.14110772139389,0.0889907279121816
308,130,-68.8222502473,-32.8671150395,1,0.0420032310177706,0.14110772139389,0.157894736842105
310,100,-68.8221491965,-32.8671164738,0,0.0420032310177706,0.14110772139389,0.0889907279121816
311,120,-68.8220301975,-32.8671218446,0,0.0204081632653061,0.14110772139389,0.0889907279121816
313,35,-68.8218158077,-32.8671278738,0,0.0420032310177706,0.0409336941813261,0.0889907279121816
316,65,-68.8216023808,-32.86713706,0,0.185148665048544,0.14110772139389,0.0889907279121816
317,280,-68.8215088145,-32.8671385045,0,0.0128205128205128,0.14110772139389,0.157894736842105
320,150,-68.8201615859,-32.867324059,0,0.185148665048544,0.14110772139389,0.0889907279121816
321,100,-68.8201676123,-32.8673816309,0,0.185148665048544,0.14110772139389,0.0889907279121816
322,150,-68.8201777076,-32.8674740195,0,0.185148665048544,0.14110772139389,0.0889907279121816
324,140,-68.8202026342,-32.867659569,0,0.185148665048544,0.14110772139389,0.0889907279121816
325,140,-68.8202073796,-32.8677022954,0,0.185148665048544,0.14110772139389,0.0889907279121816
326,64,-68.8202140935,-32.8677569901,0,0.022887323943662,0.14110772139389,0.0889907279121816
327,5,-68.8203178588,-32.8678154382,0,0.0420032310177706,0.0194352768610194,0.0162354134956875
329,6,-68.8204708199,-32.8678122025,0,0.0364741641337386,0.0194352768610194,0.0162354134956875
330,180,-68.8205439381,-32.8678099955,0,0.022887323943662,0.14110772139389,0.0889907279121816
331,20,-68.8205821625,-32.8678083236,0,0.0512455516014235,0.0194352768610194,0.0289715113471753
332,4,-68.8206314205,-32.8678089443,0,0.0512249443207127,0.0194352768610194,0.0162354134956875
333,4,-68.8206689621,-32.8678072704,0,0.0512249443207127,0.0194352768610194,0.0162354134956875
334,28,-68.8207051393,-32.8678055955,0,0.103064066852368,0.0409336941813261,0.0289715113471753
335,48,-68.8208082932,-32.867801711,0,0.103064066852368,0.0409336941813261,0.0889907279121816
337,80,-68.8209340192,-32.8677989785,0,0.185148665048544,0.14110772139389,0.0889907279121816
338,110,-68.8210036415,-32.8677961999,0,0.185148665048544,0.14110772139389,0.0889907279121816
339,36,-68.8211035386,-32.8677955611,0,0.185148665048544,0.0409336941813261,0.0289715113471753
341,110,-68.8212466236,-32.8677897522,0,0.185148665048544,0.14110772139389,0.0889907279121816
342,120,-68.8213364357,-32.8677165205,0,0.185148665048544,0.14110772139389,0.0889907279121816
344,110,-68.8213236782,-32.8676052395,0,0.185148665048544,0.14110772139389,0.0889907279121816
347,46,-68.8212954675,-32.8673676947,0,0.185148665048544,0.0409336941813261,0.0889907279121816
348,75,-68.8212900713,-32.8673360267,0,0.022887323943662,0.14110772139389,0.0289715113471753
349,150,-68.8212860356,-32.8673019621,0,0.185148665048544,0.14110772139389,0.0889907279121816
351,150,-68.8212753436,-32.8671879718,0,0.185148665048544,0.14110772139389,0.0889907279121816
352,140,-68.8211573568,-32.8671462341,0,0.185148665048544,0.14110772139389,0.0889907279121816
353,120,-68.8210835284,-32.8671501528,0,0.185148665048544,0.14110772139389,0.0889907279121816
354,140,-68.8210302849,-32.8671535311,0,0.185148665048544,0.14110772139389,0.0889907279121816
355,150,-68.8209140217,-32.867157985,0,0.185148665048544,0.14110772139389,0.0889907279121816
357,50,-68.820646311,-32.8671691395,0,0.0420032310177706,0.0409336941813261,0.0289715113471753
358,130,-68.8205588286,-32.8671747804,0,0.185148665048544,0.14110772139389,0.0889907279121816
360,140,-68.8204522028,-32.8671792612,0,0.185148665048544,0.14110772139389,0.0889907279121816
361,160,-68.8204023729,-32.8671826432,0,0.185148665048544,0.14110772139389,0.0889907279121816
362,100,-68.8203592752,-32.8671866254,0,0.185148665048544,0.14110772139389,0.0889907279121816
364,130,-68.8202869224,-32.8671893997,0,0.185148665048544,0.14110772139389,0.0889907279121816
369,135,-68.8189021304,-32.867382175,0,0.185148665048544,0.14110772139389,0.157894736842105
372,125,-68.8189082254,-32.8675175597,1,0.185148665048544,0.14110772139389,0.0889907279121816
382,35,-68.8193975928,-32.8678455064,0,0.0420032310177706,0.0409336941813261,0.0289715113471753
383,30,-68.8194570707,-32.8678466509,0,0.0420032310177706,0.0409336941813261,0.0289715113471753
386,15,-68.8196667326,-32.8678372655,0,0.0512455516014235,0.0194352768610194,0.0289715113471753
387,60,-68.8197693947,-32.8678320132,0,0.185148665048544,0.0409336941813261,0.0889907279121816
389,145,-68.819932011,-32.8678290193,0,0.0859023207481815,0.14110772139389,0.157894736842105
390,25,-68.8199619514,-32.8678269137,0,0.0420032310177706,0.0409336941813261,0.0289715113471753
391,150,-68.8200646897,-32.8677785972,0,0.185148665048544,0.14110772139389,0.157894736842105
392,168,-68.8200578238,-32.8677087511,0,0.185148665048544,0.14110772139389,0.157894736842105
393,110,-68.8200503026,-32.8676485729,0,0.185148665048544,0.14110772139389,0.157894736842105
394,160,-68.8200452612,-32.8676107044,0,0.185148665048544,0.14110772139389,0.157894736842105
395,165,-68.820035821,-32.8675542845,0,0.185148665048544,0.14110772139389,0.157894736842105
396,185,-68.8200295583,-32.8675016291,0,0.185148665048544,0.14110772139389,0.157894736842105
397,185,-68.8200138353,-32.8673945456,0,0.185148665048544,0.14110772139389,0.157894736842105
398,170,-68.8200043899,-32.8673137619,0,0.185148665048544,0.14110772139389,0.157894736842105
400,130,-68.8199019368,-32.8671916251,0,0.0138888888888889,0.14110772139389,0.157894736842105
401,40,-68.8198025633,-32.8671963169,1,0.0321782178217822,0.0409336941813261,0.0889907279121816
402,125,-68.8197675265,-32.8671984152,0,0.0138888888888889,0.14110772139389,0.0889907279121816
405,175,-68.8196123207,-32.8672095149,0,0.185148665048544,0.14110772139389,0.157894736842105
406,50,-68.8195437137,-32.8672118533,0,0.0420032310177706,0.0409336941813261,0.0889907279121816
407,220,-68.8194867909,-32.8672160244,0,0.0859023207481815,0.14110772139389,0.157894736842105
408,16,-68.8193388506,-32.867224945,0,0,0.0194352768610194,0.0289715113471753
410,250,-68.8192111441,-32.8672320462,0,0.0420032310177706,0.14110772139389,0.157894736842105
412,24,-68.8181695523,-32.8673379826,0,0.0204081632653061,0.0409336941813261,0.0289715113471753
413,120,-68.8185999883,-32.8672860017,0,0.0512455516014235,0.14110772139389,0.0889907279121816
414,180,-68.8184846549,-32.867300752,0,0.185148665048544,0.14110772139389,0.0889907279121816
415,70,-68.8183360151,-32.8673146478,0,0.185148665048544,0.14110772139389,0.0889907279121816
416,120,-68.81825797,-32.8673255017,0,0.185148665048544,0.14110772139389,0.0889907279121816
418,130,-68.8180617823,-32.8673495768,0,0.0204081632653061,0.14110772139389,0.0889907279121816
419,120,-68.8179482172,-32.8673610858,0,0.022887323943662,0.14110772139389,0.0889907279121816
422,150,-68.8176405358,-32.8674092606,0,0.185148665048544,0.14110772139389,0.0889907279121816
423,36,-68.8175928977,-32.8674337091,0,0.0321782178217822,0.0409336941813261,0.0289715113471753
424,8,-68.8175296767,-32.8674626028,0,0.101123595505618,0.0194352768610194,0.0162354134956875
425,90,-68.8174822062,-32.8675111033,0,0,0.14110772139389,0.0889907279121816
426,200,-68.8174505264,-32.8675596269,0,0.022887323943662,0.14110772139389,0.0889907279121816
427,70,-68.8174318256,-32.8676199202,0,0.185148665048544,0.14110772139389,0.0889907279121816
428,170,-68.8174186491,-32.8677045069,0,0.185148665048544,0.14110772139389,0.0889907279121816
429,100,-68.8174250413,-32.8677714418,0,0.0231481481481481,0.14110772139389,0.0889907279121816
430,36,-68.8174323986,-32.8678074888,0,0.0204081632653061,0.0409336941813261,0.0289715113471753
431,24,-68.8174425301,-32.867849023,0,0.185148665048544,0.0409336941813261,0.0289715113471753
432,160,-68.8174544614,-32.8679195447,0,0.185148665048544,0.14110772139389,0.0889907279121816
433,100,-68.8174599526,-32.8679595059,0,0.185148665048544,0.14110772139389,0.0889907279121816
434,150,-68.8174709993,-32.8680080918,0,0.185148665048544,0.14110772139389,0.0889907279121816
435,12,-68.8175554938,-32.8680475506,0,0.0204081632653061,0.0194352768610194,0.0162354134956875
437,80,-68.8176214761,-32.8680311954,0,0.022887323943662,0.14110772139389,0.0289715113471753
438,8,-68.8176995362,-32.8680132915,0,0.185148665048544,0.0194352768610194,0.0162354134956875
439,120,-68.8178122349,-32.8679937996,0,0.185148665048544,0.14110772139389,0.0889907279121816
440,130,-68.8179191002,-32.8679704535,0,0.185148665048544,0.14110772139389,0.0889907279121816
443,90,-68.8181543076,-32.8679206082,0,0.185148665048544,0.14110772139389,0.0889907279121816
444,85,-68.8182770218,-32.8679105784,0,0.185148665048544,0.14110772139389,0.0889907279121816
445,90,-68.818324401,-32.8679067303,0,0.185148665048544,0.14110772139389,0.0889907279121816
446,90,-68.8183689953,-32.8679020945,0,0.185148665048544,0.14110772139389,0.0889907279121816
447,100,-68.8184258278,-32.8679005639,0,0.185148665048544,0.14110772139389,0.0889907279121816
448,150,-68.8186283429,-32.8678875405,0,0.022887323943662,0.14110772139389,0.0889907279121816
449,120,-68.8187753473,-32.8678224213,0,0.185148665048544,0.14110772139389,0.0889907279121816
451,140,-68.8187626756,-32.8676594587,0,0.185148665048544,0.14110772139389,0.0889907279121816
453,100,-68.8187564646,-32.8675160902,0,0.022887323943662,0.14110772139389,0.0889907279121816
