"id","circ_tronco_cm","long","lat","inclinacion_peligrosa","peligrosidad_seccion","peligrosidad_especie","peligrosidad_diametro","peligrosidad_altura"
41302,113,-68.8404348654,-32.8818953471,"0",0.11294498381877,0.0420032310177706,0.14110772139389,0.157894736842105
40517,180,-68.844112974,-32.8833064456,"0",0.11294498381877,0.0903973509933775,0.14110772139389,0.157894736842105
21537,210,-68.8536386699,-32.8949668221,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
28204,98,-68.8477309779,-32.8935568738,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
41290,163,-68.839795462,-32.8815620757,"0",0.11294498381877,0.0903973509933775,0.14110772139389,0.157894736842105
37024,162,-68.8567205219,-32.8779524828,"0",0.0588327580796988,0.0903973509933775,0.14110772139389,0.157894736842105
5902,24,-68.8425387354,-32.8876683922,"0",0.147368421052632,0.185148665048544,0.0409336941813261,0.0289715113471753
27103,78,-68.8370292403,-32.8888957147,"0",0.147368421052632,0.0512455516014235,0.14110772139389,0.157894736842105
29246,290,-68.8453335646,-32.8879313877,"0",0.11294498381877,0.0903973509933775,0.14110772139389,0.157894736842105
22353,110,-68.8589484318,-32.8993227237,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.157894736842105
33320,180,-68.8570705888,-32.8906894829,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
42391,90,-68.8336185542,-32.8754782469,"0",0.133619600909321,0.0512455516014235,0.14110772139389,0.0889907279121816
32045,170,-68.8606318179,-32.8878113227,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
22803,132,-68.8600327538,-32.9020155002,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.157894736842105
10131,80,-68.8551118863,-32.8716534249,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
5077,120,-68.8391640235,-32.8633057818,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
45921,136,-68.820262932,-32.8692557328,"0",0.133619600909321,0.0512455516014235,0.14110772139389,0.0889907279121816
39607,150,-68.8482825208,-32.8687510244,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
7447,99,-68.8609736306,-32.9003692926,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.157894736842105
38021,40,-68.8481148748,-32.871572764,"0",0.0588327580796988,0.0420032310177706,0.0409336941813261,0.0889907279121816
40602,84,-68.8458212734,-32.8847497382,"0",0.11294498381877,0.0231481481481481,0.14110772139389,0.157894736842105
37382,40,-68.8573432192,-32.8721938952,"0",0.0588327580796988,0.0859023207481815,0.0409336941813261,0.0289715113471753
13757,160,-68.849736547,-32.8643139368,"0",0.0588327580796988,0.0420032310177706,0.14110772139389,0.157894736842105
36133,140,-68.8519780518,-32.8778808663,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
37864,215,-68.853083954,-32.8732657685,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
14069,140,-68.8762018436,-32.8681562261,"0",0.031569173630455,0.185148665048544,0.14110772139389,0.157894736842105
37775,110,-68.8494957972,-32.8724704258,"0",0.0588327580796988,0.0380952380952381,0.14110772139389,0.157894736842105
3082,6,-68.8333917509,-32.8709516696,"0",0.133619600909321,0.0420032310177706,0.0194352768610194,0.0289715113471753
23671,4,-68.8486864644,-32.9010376903,"0",0.149317634466149,0.0420032310177706,0.0194352768610194,0.157894736842105
24810,65,-68.8401154894,-32.8972213373,"0",0.149317634466149,0.0364741641337386,0.14110772139389,0.157894736842105
48150,133,-68.8302818389,-32.8682496397,"0",0.133619600909321,0.0204081632653061,0.14110772139389,0.157894736842105
28188,120,-68.8490357667,-32.8919651205,"0",0.149317634466149,0.101123595505618,0.14110772139389,0.157894736842105
10015,35,-68.8515402728,-32.8696640963,"0",0.0588327580796988,0.185148665048544,0.0409336941813261,0.0889907279121816
29701,48,-68.8418302687,-32.8936337206,"0",0.149317634466149,0.0512455516014235,0.0409336941813261,0.157894736842105
36191,90,-68.8565619865,-32.8778597873,"0",0.0588327580796988,0.0420032310177706,0.14110772139389,0.157894736842105
4181,70,-68.8367114827,-32.874963326,"0",0.11294498381877,0.0859023207481815,0.14110772139389,0.0889907279121816
25725,11,-68.8405670228,-32.9016045921,"0",0.149317634466149,0.0512455516014235,0.0194352768610194,0.0289715113471753
29555,108,-68.8428056552,-32.8923546213,"0",0.149317634466149,0.0903973509933775,0.14110772139389,0.157894736842105
18970,200,-68.8376888565,-32.8691424085,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
22793,98,-68.859133981,-32.901686905,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
3243,80,-68.8270953741,-32.867728406,"0",0.133619600909321,0.022887323943662,0.14110772139389,0.0889907279121816
15780,140,-68.8727551941,-32.8781535878,"0",0.0858505564387917,0.022887323943662,0.14110772139389,0.0889907279121816
11866,154,-68.8502812824,-32.8655226108,"0",0.0588327580796988,0.0859023207481815,0.14110772139389,0.157894736842105
21788,190,-68.8562447465,-32.8932746433,"0",0.128480891108124,0.0859023207481815,0.14110772139389,0.157894736842105
35841,120,-68.854498546,-32.8740702002,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
17462,38,-68.8361866014,-32.8682833771,"0",0.123221661312529,0.0859023207481815,0.0409336941813261,0.0889907279121816
14923,18,-68.880177603,-32.8728959955,"0",0.031569173630455,0.0204081632653061,0.0194352768610194,0.0289715113471753
13469,104,-68.8523564574,-32.8633739782,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.0889907279121816
14547,34,-68.8794269044,-32.8674381379,"0",0.031569173630455,0.185148665048544,0.0409336941813261,0.0289715113471753
7335,80,-68.8598617392,-32.9006426585,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.0889907279121816
1710,130,-68.8722715565,-32.8789341617,"0",0.0858505564387917,0.0859023207481815,0.14110772139389,0.157894736842105
831,110,-68.8817256858,-32.8671629744,"0",0.031569173630455,0.106529209621993,0.14110772139389,0.0889907279121816
24303,63,-68.8437539802,-32.9018235439,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
30098,185,-68.842146559,-32.8878225299,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
43686,110,-68.8342756623,-32.8823774076,"0",0.147368421052632,0.150492264416315,0.14110772139389,0.0889907279121816
1288,60,-68.8777775401,-32.8701082573,"0",0.031569173630455,0.185148665048544,0.0409336941813261,0.0889907279121816
31625,186,-68.8595076804,-32.8881306164,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
3346,115,-68.8262416184,-32.8757346043,"0",0.133619600909321,0.0204081632653061,0.14110772139389,0.157894736842105
15413,100,-68.8593525947,-32.87175327,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.0889907279121816
21006,70,-68.8625997951,-32.9009212953,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.0889907279121816
537,160,-68.8214028562,-32.8681436622,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
37658,65,-68.8525218561,-32.8725577244,"0",0.0588327580796988,0.0420032310177706,0.14110772139389,0.0889907279121816
8337,178,-68.8457131698,-32.8929294276,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
27006,180,-68.8354061183,-32.8866271328,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
43917,178,-68.8337335438,-32.8847805997,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
4843,122,-68.838526464,-32.8655656112,"0",0.123221661312529,0,0.14110772139389,0.0889907279121816
5462,22,-68.8431896461,-32.8804628035,"0",0.11294498381877,0.150492264416315,0.0409336941813261,0.0289715113471753
33660,189,-68.8568724239,-32.8872971617,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
15347,14,-68.8600640927,-32.8703289974,"0",0.0588327580796988,0.150492264416315,0.0194352768610194,0.0162354134956875
40815,154,-68.8394972831,-32.884881458,"0",0.147368421052632,0.0512455516014235,0.14110772139389,0.157894736842105
2983,35,-68.8247086965,-32.8719741114,"0",0.133619600909321,0.0321782178217822,0.0409336941813261,0.0289715113471753
37467,35,-68.857212215,-32.8707966603,"0",0.0588327580796988,0.185148665048544,0.0409336941813261,0.0289715113471753
4299,30,-68.8398175801,-32.8718210834,"0",0.123221661312529,0.0364741641337386,0.0409336941813261,0.0289715113471753
14540,120,-68.8795009442,-32.8677123543,"0",0.031569173630455,0.0859023207481815,0.14110772139389,0.0889907279121816
20727,140,-68.8633427249,-32.8977422077,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.0889907279121816
46780,213,-68.8327027475,-32.8727574039,"0",0.133619600909321,0.0859023207481815,0.14110772139389,0.157894736842105
28005,5,-68.8359694392,-32.8939057728,"0",0.147368421052632,0.0420032310177706,0.0194352768610194,0.0162354134956875
11801,50,-68.8508083501,-32.8648026066,"0",0.0588327580796988,0.0231481481481481,0.0409336941813261,0.0889907279121816
16763,35,-68.8385812279,-32.8625109388,"0",0.123221661312529,0.0859023207481815,0.0409336941813261,0.0889907279121816
28103,128,-68.8500293938,-32.8910086296,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
16515,125,-68.840523016,-32.8642949355,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
43861,220,-68.8307095487,-32.8838212002,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
28566,180,-68.8494987601,-32.8909768874,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
39746,140,-68.846015269,-32.8797226906,"0",0.11294498381877,0.0204081632653061,0.14110772139389,0.157894736842105
26272,175,-68.8308378337,-32.8888955038,"0",0.147368421052632,0.0420032310177706,0.14110772139389,0.157894736842105
4566,50,-68.8391937757,-32.8642144304,"0",0.123221661312529,0.0321782178217822,0.0409336941813261,0.0889907279121816
15710,95,-68.8608043023,-32.8685949634,"0",0.0588327580796988,0.0859023207481815,0.14110772139389,0.0889907279121816
30079,198,-68.8386533963,-32.887304132,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
24416,120,-68.8454564709,-32.9036448287,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
19064,200,-68.8417384073,-32.8717779296,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
5752,24,-68.8410160884,-32.8789689407,"0",0.11294498381877,0.185148665048544,0.0409336941813261,0.0289715113471753
38198,16,-68.846695943,-32.8737216763,"0",0.0588327580796988,0.0420032310177706,0.0194352768610194,0.0289715113471753
23075,118,-68.8472167832,-32.9012229136,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
19249,160,-68.8379296671,-32.8701542415,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
33475,197,-68.856246689,-32.8897436901,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
25922,58,-68.8378617113,-32.9021009875,"0",0.149317634466149,0.0859023207481815,0.0409336941813261,0.157894736842105
30854,6,-68.8550734998,-32.8656921138,"0",0.0588327580796988,0.0321782178217822,0.0194352768610194,0.0289715113471753
7791,80,-68.8551425013,-32.8855445227,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.0889907279121816
33008,177,-68.8519643489,-32.8882205013,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
44388,140,-68.8370615372,-32.8846829595,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
23894,65,-68.8516670898,-32.9001613367,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.0289715113471753
34608,40,-68.8474598759,-32.8751822478,"0",0.0588327580796988,0.0420032310177706,0.0409336941813261,0.0289715113471753
48069,146,-68.8270542484,-32.8665254174,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
34649,180,-68.8493818909,-32.8765135048,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
38595,90,-68.851852361,-32.8703863945,"0",0.0588327580796988,0.0859023207481815,0.14110772139389,0.157894736842105
1661,12,-68.8719215634,-32.8783732308,"0",0.0858505564387917,0.0512455516014235,0.0194352768610194,0.0162354134956875
8326,98,-68.8467946072,-32.8934631643,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
12587,12,-68.8452106924,-32.863063441,"0",0.123221661312529,0.0512249443207127,0.0194352768610194,0.0289715113471753
22351,100,-68.8587099657,-32.8993276409,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.157894736842105
10856,125,-68.852877636,-32.8788163741,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
29329,170,-68.8432595828,-32.8866276641,"0",0.11294498381877,0.0512455516014235,0.14110772139389,0.0889907279121816
26316,145,-68.8315625181,-32.8897282914,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
33443,150,-68.8561414132,-32.8887608593,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
21886,158,-68.8591138535,-32.8968595698,"0",0.128480891108124,0.0859023207481815,0.14110772139389,0.157894736842105
11109,75,-68.8532510942,-32.8799840186,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.0889907279121816
29214,222,-68.8455068219,-32.8879811949,"0",0.11294498381877,0.0903973509933775,0.14110772139389,0.157894736842105
15569,10,-68.8610037264,-32.8712197948,"0",0.0858505564387917,0.0859023207481815,0.0194352768610194,0.0162354134956875
29537,206,-68.8437495958,-32.8931547153,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
16121,102,-68.8445172272,-32.8730939203,"0",0.0588327580796988,0.0420032310177706,0.14110772139389,0.157894736842105
26790,36,-68.8343197223,-32.8939601457,"0",0.147368421052632,0.185148665048544,0.0409336941813261,0.0889907279121816
1880,58,-68.8607852091,-32.8699150405,"0",0.0858505564387917,0.0227272727272727,0.0409336941813261,0.0889907279121816
15394,10,-68.8611855076,-32.8707500984,"0",0.0858505564387917,0.0420032310177706,0.0194352768610194,0.0162354134956875
14150,58,-68.8762046781,-32.8674726789,"0",0.031569173630455,0,0.0409336941813261,0.0889907279121816
30481,180,-68.8400559703,-32.8893084854,"0",0.147368421052632,0.0512455516014235,0.14110772139389,0.157894736842105
15042,100,-68.8813207404,-32.8716321546,"0",0.031569173630455,0.150492264416315,0.14110772139389,0.0889907279121816
32489,153,-68.8528997924,-32.8892127132,"0",0.128480891108124,0.0227272727272727,0.14110772139389,0.157894736842105
34345,70,-68.8520686739,-32.8747245948,"0",0.0588327580796988,0.0420032310177706,0.14110772139389,0.0889907279121816
19760,145,-68.833927881,-32.8691067244,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.0889907279121816
48275,200,-68.8290276302,-32.8696245395,"0",0.133619600909321,0.0859023207481815,0.14110772139389,0.0889907279121816
23049,22,-68.8618190597,-32.9021172591,"0",0.128480891108124,0.0420032310177706,0.0409336941813261,0.0889907279121816
44194,130,-68.8345344504,-32.8824765135,"0",0.147368421052632,0.0420032310177706,0.14110772139389,0.157894736842105
6446,2,-68.851134946,-32.8887577962,"0",0.128480891108124,0.0420032310177706,0.0194352768610194,0.0162354134956875
40862,122,-68.8398996677,-32.8849417524,"0",0.11294498381877,0.0512455516014235,0.14110772139389,0.0889907279121816
15740,42,-68.8728630045,-32.8795139735,"0",0.0858505564387917,0.185148665048544,0.0409336941813261,0.157894736842105
11366,34,-68.8491702473,-32.9003425253,"0",0.149317634466149,0.0420032310177706,0.0409336941813261,0.0289715113471753
26220,30,-68.8298518603,-32.8878406804,"0",0.147368421052632,0.101123595505618,0.0409336941813261,0.0889907279121816
38638,50,-68.8511860597,-32.8712682561,"0",0.0588327580796988,0.0512249443207127,0.0409336941813261,0.0289715113471753
23937,30,-68.8523601623,-32.8992775285,"0",0.149317634466149,0.0380952380952381,0.0409336941813261,0.0289715113471753
18783,6,-68.8382423764,-32.8730178171,"0",0.123221661312529,0.185148665048544,0.0194352768610194,0.0289715113471753
40457,210,-68.8432901777,-32.8830018698,"0",0.11294498381877,0.0903973509933775,0.14110772139389,0.157894736842105
45689,160,-68.8227201675,-32.870124962,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
41659,90,-68.8369450157,-32.8764227149,"0",0.11294498381877,0.185148665048544,0.14110772139389,0.157894736842105
13865,45,-68.8759273561,-32.8677268906,"0",0.031569173630455,0.185148665048544,0.0409336941813261,0.0289715113471753
19663,87,-68.8352697546,-32.8698714483,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
25005,180,-68.8357026295,-32.8959766177,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
33658,140,-68.8569868574,-32.8872195505,"0",0.128480891108124,0.0859023207481815,0.14110772139389,0.157894736842105
45560,160,-68.8206641263,-32.8711231757,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
15203,37,-68.859893352,-32.8693090689,"0",0.0588327580796988,0.0859023207481815,0.0409336941813261,0.0289715113471753
7705,130,-68.8513269488,-32.8847778843,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.0889907279121816
26368,100,-68.8334969123,-32.8886819053,"0",0.147368421052632,0.0420032310177706,0.14110772139389,0.0889907279121816
34219,120,-68.8523995205,-32.8754833102,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.0889907279121816
46513,130,-68.8308620452,-32.8668167312,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
23394,30,-68.84935799,-32.9015662603,"0",0.149317634466149,0.0138888888888889,0.0409336941813261,0.0889907279121816
19737,105,-68.8346135868,-32.8681513859,"0",0.123221661312529,0.0903973509933775,0.14110772139389,0.157894736842105
18240,140,-68.8391057369,-32.8673273612,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
2869,18,-68.8353761703,-32.8930490505,"0",0.147368421052632,0.0903973509933775,0.0194352768610194,0.0889907279121816
38351,180,-68.853846888,-32.8702667252,"0",0.0588327580796988,0.0859023207481815,0.14110772139389,0.157894736842105
40436,55,-68.845503611,-32.8837787843,"0",0.11294498381877,0.0420032310177706,0.0409336941813261,0.0889907279121816
20264,90,-68.8590015002,-32.8928121712,"0",0.128480891108124,0.0227272727272727,0.14110772139389,0.157894736842105
2024,120,-68.8329391462,-32.8944333719,"0",0.147368421052632,0.185148665048544,0.14110772139389,0.0889907279121816
29256,80,-68.8452024288,-32.8883650294,"0",0.149317634466149,0.0512455516014235,0.14110772139389,0.0889907279121816
2601,70,-68.829972417,-32.8813748819,"0",0.147368421052632,0.0420032310177706,0.14110772139389,0.0889907279121816
41867,60,-68.8414849119,-32.8782878368,"0",0.11294498381877,0.021505376344086,0.0409336941813261,0.157894736842105
47991,84,-68.8257934847,-32.869748037,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
10980,40,-68.855608107,-32.8815713341,"0",0.0858505564387917,0.0420032310177706,0.0409336941813261,0.0289715113471753
10461,160,-68.8559342279,-32.8728708206,"0",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
21745,75,-68.8568322086,-32.8942554412,"0",0.128480891108124,0.0512455516014235,0.14110772139389,0.0889907279121816
33772,150,-68.856654822,-32.8855755901,"0",0.128480891108124,0.0420032310177706,0.14110772139389,0.0889907279121816
16435,70,-68.8418958532,-32.8638596262,"0",0.123221661312529,0.0859023207481815,0.14110772139389,0.0889907279121816
31394,24,-68.8513030271,-32.8848570046,"0",0.128480891108124,0.185148665048544,0.0409336941813261,0.0289715113471753
19268,200,-68.8369250289,-32.870435048,"0",0.123221661312529,0.0903973509933775,0.14110772139389,0.157894736842105
41852,22,-68.8417218264,-32.8791848706,"0",0.11294498381877,0.021505376344086,0.0409336941813261,0.0889907279121816
22561,120,-68.8622984137,-32.9003523741,"0",0.128480891108124,0.0859023207481815,0.14110772139389,0.157894736842105
9225,30,-68.8495628096,-32.8648819015,"0",0.0588327580796988,0.0420032310177706,0.0409336941813261,0.0289715113471753
6457,20,-68.8524675109,-32.8893182845,"0",0.128480891108124,0.0138888888888889,0.0194352768610194,0.0289715113471753
39476,185,-68.854193746,-32.8703398642,"0",0.0588327580796988,0.0859023207481815,0.14110772139389,0.157894736842105
14129,78,-68.8764583616,-32.867356043,"0",0.031569173630455,0,0.14110772139389,0.157894736842105
46312,45,-68.8245857115,-32.8734399234,"0",0.133619600909321,0.0321782178217822,0.0409336941813261,0.0889907279121816
28028,178,-68.8458484097,-32.8929012452,"0",0.149317634466149,0.185148665048544,0.14110772139389,0.157894736842105
18387,155,-68.8391015119,-32.8694858854,"0",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
15936,22,-68.8730741485,-32.8769557772,"0",0.0858505564387917,0.0512455516014235,0.0409336941813261,0.0289715113471753
40828,198,-68.8395260379,-32.8838875559,"0",0.11294498381877,0.0903973509933775,0.14110772139389,0.157894736842105
11177,25,-68.8439720417,-32.9019282941,"0",0.149317634466149,0.0364741641337386,0.0409336941813261,0.0889907279121816
9450,102,-68.8564422756,-32.8638768307,"0",0.0588327580796988,0.0204081632653061,0.14110772139389,0.157894736842105
13261,50,-68.8471175966,-32.8655290676,"0",0.123221661312529,0.185148665048544,0.0409336941813261,0.0889907279121816
33074,150,-68.8525240892,-32.8878226734,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.157894736842105
9914,60,-68.8437652001,-32.8650469681,"0",0.123221661312529,0.022887323943662,0.0409336941813261,0.0289715113471753
