"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
81,"Fresno americano","29/02/2012 11:07","Bajo (2 - 4 mts)",36,"Mediano",-68.85690364,-32.90186887,5,"Residencial Sur",2423808.924,0,"bajo"
87,"Acer","29/02/2012 10:53","Bajo (2 - 4 mts)",50,"Mediano",-68.85642946,-32.90189021,5,"Residencial Sur",2423808.924,0,"bajo"
88,"Morera","29/02/2012 10:52","Bajo (2 - 4 mts)",50,"Mediano",-68.85638083,-32.9019005,5,"Residencial Sur",2423808.924,0,"bajo"
89,"Fresno europeo","29/02/2012 10:50","Bajo (2 - 4 mts)",40,"Mediano",-68.85627237,-32.90192065,5,"Residencial Sur",2423808.924,0,"bajo"
90,"Fresno europeo","29/02/2012 10:49","Bajo (2 - 4 mts)",30,"Mediano",-68.85620865,-32.90193256,5,"Residencial Sur",2423808.924,0,"bajo"
91,"Fresno europeo","29/02/2012 10:48","Bajo (2 - 4 mts)",32,"Mediano",-68.85612866,-32.90194897,5,"Residencial Sur",2423808.924,0,"bajo"
93,"Morera","29/02/2012 10:46","Medio (4 - 8 mts)",140,"Grande",-68.8559831,-32.9019033,5,"Residencial Sur",2423808.924,0,"alto"
94,"Morera","29/02/2012 10:41","Bajo (2 - 4 mts)",40,"Mediano",-68.85597677,-32.90187809,5,"Residencial Sur",2423808.924,0,"bajo"
95,"Morera","29/02/2012 10:39","Bajo (2 - 4 mts)",44,"Mediano",-68.85597785,-32.90181818,5,"Residencial Sur",2423808.924,0,"bajo"
96,"Fresno europeo","29/02/2012 10:38","Bajo (2 - 4 mts)",36,"Mediano",-68.85597496,-32.90178348,5,"Residencial Sur",2423808.924,0,"bajo"
97,"Pltano","29/02/2012 10:36","Medio (4 - 8 mts)",180,"Grande",-68.85604089,-32.90172724,5,"Residencial Sur",2423808.924,0,"muy alto"
99,"Pltano","29/02/2012 10:32","Bajo (2 - 4 mts)",160,"Grande",-68.85620457,-32.90172412,5,"Residencial Sur",2423808.924,0,"muy alto"
100,"Pltano","29/02/2012 10:31","Bajo (2 - 4 mts)",164,"Grande",-68.85628847,-32.90172298,5,"Residencial Sur",2423808.924,0,"muy alto"
101,"Pltano","29/02/2012 10:27","Medio (4 - 8 mts)",160,"Grande",-68.85640132,-32.90172061,5,"Residencial Sur",2423808.924,0,"muy alto"
104,"Pltano","29/02/2012 10:16","Medio (4 - 8 mts)",180,"Grande",-68.85659795,-32.90172,5,"Residencial Sur",2423808.924,0,"muy alto"
105,"Pltano","29/02/2012 10:14","Medio (4 - 8 mts)",180,"Grande",-68.85669323,-32.90172011,5,"Residencial Sur",2423808.924,0,"muy alto"
106,"Perenne","29/02/2012 10:12","Bajo (2 - 4 mts)",100,"Grande",-68.85674811,-32.90171769,5,"Residencial Sur",2423808.924,0,"medio"
107,"Pltano","29/02/2012 10:06","Medio (4 - 8 mts)",180,"Grande",-68.85688476,-32.90171666,5,"Residencial Sur",2423808.924,0,"muy alto"
108,"Pltano","29/02/2012 10:04","Alto (> 8 mts)",180,"Grande",-68.85691356,-32.90171747,5,"Residencial Sur",2423808.924,0,"muy alto"
112,"Morera","29/02/2012 10:51","Bajo (2 - 4 mts)",22,"Mediano",-68.85697708,-32.86359091,6,"Residencial Norte",2694682.38,0,"bajo"
113,"Acer","29/02/2012 10:49","Bajo (2 - 4 mts)",90,"Grande",-68.85684394,-32.8635873,6,"Residencial Norte",2694682.38,0,"medio"
114,"Liquidambar","29/02/2012 10:48","Muy bajo (1 - 2 mts)",8,"Chico",-68.85677643,-32.86358204,6,"Residencial Norte",2694682.38,0,"bajo"
116,"Jacarand","29/02/2012 10:45","Muy bajo (1 - 2 mts)",6,"Chico",-68.85663799,-32.86357498,6,"Residencial Norte",2694682.38,0,"bajo"
117,"Acer","29/02/2012 10:43","Medio (4 - 8 mts)",80,"Grande",-68.85656422,-32.86364228,6,"Residencial Norte",2694682.38,0,"medio"
118,"Acer","29/02/2012 10:41","Medio (4 - 8 mts)",100,"Grande",-68.85657096,-32.86369118,6,"Residencial Norte",2694682.38,0,"medio"
124,"Ailanthus","29/02/2012 10:28","Bajo (2 - 4 mts)",80,"Grande",-68.85670095,-32.86402964,6,"Residencial Norte",2694682.38,0,"medio"
129,"Braquiquito","29/02/2012 10:20","Bajo (2 - 4 mts)",64,"Grande",-68.85717286,-32.86405147,6,"Residencial Norte",2694682.38,0,"medio"
130,"Liquidambar","29/02/2012 10:19","Bajo (2 - 4 mts)",24,"Mediano",-68.85727051,-32.86405737,6,"Residencial Norte",2694682.38,0,"bajo"
132,"Paraiso sombrilla","29/02/2012 10:15","Medio (4 - 8 mts)",100,"Grande",-68.85746097,-32.86406508,6,"Residencial Norte",2694682.38,0,"medio"
133,"Paraiso sombrilla","29/02/2012 10:14","Medio (4 - 8 mts)",90,"Grande",-68.85766028,-32.86407455,6,"Residencial Norte",2694682.38,0,"medio"
134,"Paraiso sombrilla","29/02/2012 10:12","Medio (4 - 8 mts)",120,"Grande",-68.85771347,-32.86407691,6,"Residencial Norte",2694682.38,0,"alto"
135,"Morera","29/02/2012 10:09","Bajo (2 - 4 mts)",36,"Mediano",-68.85780089,-32.86408165,6,"Residencial Norte",2694682.38,0,"bajo"
136,"Morera","29/02/2012 10:08","Bajo (2 - 4 mts)",24,"Mediano",-68.8578759,-32.86408576,6,"Residencial Norte",2694682.38,0,"bajo"
137,"Morera","29/02/2012 10:06","Medio (4 - 8 mts)",80,"Grande",-68.8579538,-32.86408818,6,"Residencial Norte",2694682.38,0,"medio"
138,"Morera","29/02/2012 10:05","Medio (4 - 8 mts)",80,"Grande",-68.85802063,-32.86409114,6,"Residencial Norte",2694682.38,0,"medio"
139,"Morera","29/02/2012 09:55","Bajo (2 - 4 mts)",14,"Chico",-68.85806176,-32.86409236,6,"Residencial Norte",2694682.38,0,"bajo"
143,"Caducifolio","28/02/2012 18:23","Bajo (2 - 4 mts)",44,"Mediano",-68.85832976,-32.86410704,6,"Residencial Norte",2694682.38,0,"bajo"
145,"Fresno europeo","28/02/2012 18:20","Muy bajo (1 - 2 mts)",4,"Chico",-68.85818087,-32.86421279,6,"Residencial Norte",2694682.38,0,"bajo"
146,"Fresno europeo","28/02/2012 18:17","Muy bajo (1 - 2 mts)",14,"Chico",-68.8580854,-32.8642075,6,"Residencial Norte",2694682.38,0,"bajo"
147,"Fresno europeo","28/02/2012 18:11","Muy bajo (1 - 2 mts)",7,"Chico",-68.85800288,-32.86420396,6,"Residencial Norte",2694682.38,0,"bajo"
148,"Paraiso","28/02/2012 18:10","Bajo (2 - 4 mts)",120,"Grande",-68.85795763,-32.86420214,6,"Residencial Norte",2694682.38,0,"alto"
149,"Paraiso","28/02/2012 18:08","Bajo (2 - 4 mts)",60,"Mediano",-68.85788125,-32.86419803,6,"Residencial Norte",2694682.38,0,"medio"
151,"Paraiso sombrilla","27/02/2012 17:55","Bajo (2 - 4 mts)",42,"Mediano",-68.85775491,-32.86419096,6,"Residencial Norte",2694682.38,0,"bajo"
153,"Jacarand","27/02/2012 17:51","Medio (4 - 8 mts)",56,"Mediano",-68.85762466,-32.86418564,6,"Residencial Norte",2694682.38,0,"bajo"
155,"Fresno europeo","27/02/2012 17:48","Bajo (2 - 4 mts)",24,"Mediano",-68.85754124,-32.86418264,6,"Residencial Norte",2694682.38,0,"bajo"
159,"Fresno europeo","27/02/2012 17:36","Bajo (2 - 4 mts)",20,"Chico",-68.85734608,-32.86416975,6,"Residencial Norte",2694682.38,0,"bajo"
161,"Paraiso sombrilla","27/02/2012 17:32","Bajo (2 - 4 mts)",100,"Grande",-68.8571537,-32.86416147,6,"Residencial Norte",2694682.38,0,"medio"
165,"Paraiso","27/02/2012 17:23","Medio (4 - 8 mts)",60,"Mediano",-68.85684386,-32.86414615,6,"Residencial Norte",2694682.38,0,"medio"
168,"Paraiso","26/02/2012 20:01","Bajo (2 - 4 mts)",40,"Mediano",-68.85662392,-32.86421327,6,"Residencial Norte",2694682.38,0,"bajo"
170,"Paraiso","26/02/2012 19:56","Medio (4 - 8 mts)",60,"Mediano",-68.85663666,-32.86434789,6,"Residencial Norte",2694682.38,0,"medio"
172,"Paraiso sombrilla","26/02/2012 19:53","Bajo (2 - 4 mts)",46,"Mediano",-68.85665422,-32.86451046,6,"Residencial Norte",2694682.38,0,"bajo"
179,"Braquiquito","26/02/2012 19:40","Medio (4 - 8 mts)",54,"Mediano",-68.85717627,-32.86461248,6,"Residencial Norte",2694682.38,0,"bajo"
180,"Morera","26/02/2012 19:39","Bajo (2 - 4 mts)",44,"Mediano",-68.85720696,-32.86461308,6,"Residencial Norte",2694682.38,0,"bajo"
182,"Morera","24/02/2012 11:33","Bajo (2 - 4 mts)",50,"Mediano",-68.85729356,-32.86461836,6,"Residencial Norte",2694682.38,0,"bajo"
185,"Aguaribay","24/02/2012 11:27","Medio (4 - 8 mts)",130,"Grande",-68.857523,-32.86463018,6,"Residencial Norte",2694682.38,0,"alto"
186,"Morera","24/02/2012 11:26","Bajo (2 - 4 mts)",26,"Mediano",-68.85759597,-32.86463314,6,"Residencial Norte",2694682.38,0,"bajo"
190,"Paraiso sombrilla","24/02/2012 11:14","Bajo (2 - 4 mts)",60,"Mediano",-68.85806255,-32.86465583,6,"Residencial Norte",2694682.38,0,"medio"
193,"Tilo","24/02/2012 11:08","Bajo (2 - 4 mts)",14,"Chico",-68.85819576,-32.86466411,6,"Residencial Norte",2694682.38,0,"bajo"
195,"Fresno americano","24/02/2012 11:04","Bajo (2 - 4 mts)",22,"Mediano",-68.8582956,-32.8646687,6,"Residencial Norte",2694682.38,0,"bajo"
196,"Morera","24/02/2012 10:47","Muy bajo (1 - 2 mts)",22,"Mediano",-68.85832937,-32.86467077,6,"Residencial Norte",2694682.38,0,"bajo"
200,"Morera","24/02/2012 10:39","Bajo (2 - 4 mts)",26,"Mediano",-68.85839975,-32.86443859,6,"Residencial Norte",2694682.38,0,"bajo"
204,"Morera","06/03/2012 10:26","Alto (> 8 mts)",130,"Grande",-68.83937211,-32.87057766,4,"Cuarta Oeste",1173332.701,1,"alto"
208,"Olmo bola","06/03/2012 10:17","Medio (4 - 8 mts)",65,"Grande",-68.83930902,-32.87033722,4,"Cuarta Oeste",1173332.701,0,"medio"
211,"Fresno americano","06/03/2012 10:13","Medio (4 - 8 mts)",40,"Mediano",-68.83927523,-32.87020712,4,"Cuarta Oeste",1173332.701,1,"bajo"
213,"Morera","06/03/2012 10:05","Alto (> 8 mts)",180,"Grande",-68.83924462,-32.87009812,4,"Cuarta Oeste",1173332.701,0,"muy alto"
215,"Pltano","06/03/2012 10:03","Alto (> 8 mts)",200,"Grande",-68.83897275,-32.86998155,4,"Cuarta Oeste",1173332.701,0,"muy alto"
216,"Fresno europeo","06/03/2012 10:01","Bajo (2 - 4 mts)",18,"Chico",-68.83887207,-32.86997601,4,"Cuarta Oeste",1173332.701,0,"bajo"
217,"Fresno europeo","06/03/2012 10:00","Bajo (2 - 4 mts)",18,"Chico",-68.83881821,-32.86997216,4,"Cuarta Oeste",1173332.701,0,"bajo"
219,"Pltano","06/03/2012 09:56","Alto (> 8 mts)",180,"Grande",-68.83867777,-32.86996549,4,"Cuarta Oeste",1173332.701,0,"muy alto"
223,"Fresno europeo","06/03/2012 09:48","Muy bajo (1 - 2 mts)",16,"Chico",-68.83838559,-32.86995591,4,"Cuarta Oeste",1173332.701,0,"bajo"
224,"Pltano","06/03/2012 09:46","Alto (> 8 mts)",200,"Grande",-68.83830287,-32.86995202,4,"Cuarta Oeste",1173332.701,0,"muy alto"
226,"Fresno americano","06/03/2012 09:44","Medio (4 - 8 mts)",118,"Grande",-68.8380797,-32.86994632,4,"Cuarta Oeste",1173332.701,0,"alto"
228,"Pltano","06/03/2012 09:41","Alto (> 8 mts)",180,"Grande",-68.83806391,-32.87008318,4,"Cuarta Oeste",1173332.701,0,"muy alto"
230,"Morera","06/03/2012 09:39","Medio (4 - 8 mts)",120,"Grande",-68.83809833,-32.87021592,4,"Cuarta Oeste",1173332.701,1,"alto"
231,"Jacarand","06/03/2012 09:36","Bajo (2 - 4 mts)",25,"Mediano",-68.83811616,-32.87028362,4,"Cuarta Oeste",1173332.701,1,"bajo"
232,"Paraiso","06/03/2012 09:35","Medio (4 - 8 mts)",90,"Grande",-68.83812381,-32.87030905,4,"Cuarta Oeste",1173332.701,0,"medio"
233,"Morera","06/03/2012 09:34","Medio (4 - 8 mts)",70,"Grande",-68.83813848,-32.87036165,4,"Cuarta Oeste",1173332.701,1,"medio"
237,"Morera","06/03/2012 09:28","Medio (4 - 8 mts)",35,"Mediano",-68.83832484,-32.87053947,4,"Cuarta Oeste",1173332.701,0,"bajo"
239,"Olmo bola","06/03/2012 09:26","Medio (4 - 8 mts)",110,"Grande",-68.83853014,-32.87055704,4,"Cuarta Oeste",1173332.701,0,"medio"
240,"Pltano","06/03/2012 09:22","Alto (> 8 mts)",190,"Grande",-68.83858666,-32.87056253,4,"Cuarta Oeste",1173332.701,0,"muy alto"
242,"Pltano","06/03/2012 09:20","Alto (> 8 mts)",138,"Grande",-68.83873106,-32.870573,4,"Cuarta Oeste",1173332.701,0,"alto"
245,"Pltano","06/03/2012 09:16","Alto (> 8 mts)",165,"Grande",-68.83899663,-32.87059339,4,"Cuarta Oeste",1173332.701,0,"muy alto"
246,"Pltano","06/03/2012 09:15","Alto (> 8 mts)",168,"Grande",-68.83906396,-32.8706005,4,"Cuarta Oeste",1173332.701,0,"muy alto"
247,"Pltano","06/03/2012 09:13","Alto (> 8 mts)",160,"Grande",-68.83916014,-32.87060874,4,"Cuarta Oeste",1173332.701,0,"muy alto"
248,"Olmo bola","06/03/2012 09:11","Medio (4 - 8 mts)",90,"Grande",-68.83932778,-32.87062033,4,"Cuarta Oeste",1173332.701,0,"medio"
250,"Morera","07/03/2012 11:57","Muy bajo (1 - 2 mts)",4,"Chico",-68.82234821,-32.86698309,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
252,"Morera","07/03/2012 11:53","Muy bajo (1 - 2 mts)",4,"Chico",-68.82219902,-32.86698626,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
253,"Paraiso sombrilla","07/03/2012 11:49","Medio (4 - 8 mts)",150,"Grande",-68.82212763,-32.86699157,4,"Cuarta Este Area Fundacional",1822015.857,0,"alto"
259,"Fresno europeo","07/03/2012 11:39","Muy bajo (1 - 2 mts)",12,"Chico",-68.8220075,-32.86689664,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
260,"Fresno europeo","07/03/2012 11:38","Medio (4 - 8 mts)",130,"Grande",-68.82208456,-32.86686293,4,"Cuarta Este Area Fundacional",1822015.857,0,"alto"
265,"Olmo bola","07/03/2012 11:12","Medio (4 - 8 mts)",100,"Grande",-68.82249168,-32.86671394,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
266,"Morera","07/03/2012 11:10","Medio (4 - 8 mts)",104,"Grande",-68.82250277,-32.86678227,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
268,"Paraiso sombrilla","07/03/2012 11:07","Medio (4 - 8 mts)",150,"Grande",-68.82251918,-32.86691366,4,"Cuarta Este Area Fundacional",1822015.857,0,"alto"
269,"Morera","07/03/2012 09:11","Medio (4 - 8 mts)",150,"Grande",-68.82142717,-32.86720879,4,"Cuarta Este Area Fundacional",1822015.857,0,"alto"
272,"Morera","07/03/2012 09:07","Alto (> 8 mts)",135,"Grande",-68.82145114,-32.86739619,4,"Cuarta Este Area Fundacional",1822015.857,1,"alto"
281,"Morera","07/03/2012 08:47","Alto (> 8 mts)",160,"Grande",-68.82158084,-32.86778494,4,"Cuarta Este Area Fundacional",1822015.857,0,"muy alto"
282,"Morera","07/03/2012 08:43","Alto (> 8 mts)",90,"Grande",-68.82163231,-32.86778265,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
283,"Morera","07/03/2012 08:42","Alto (> 8 mts)",180,"Grande",-68.82175301,-32.86777809,4,"Cuarta Este Area Fundacional",1822015.857,1,"muy alto"
284,"Morera","06/03/2012 10:47","Alto (> 8 mts)",110,"Grande",-68.82181384,-32.86777423,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
288,"Paraiso","06/03/2012 10:42","Bajo (2 - 4 mts)",30,"Mediano",-68.82203279,-32.86776744,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
291,"Morera","06/03/2012 10:38","Alto (> 8 mts)",115,"Grande",-68.82224343,-32.86776376,4,"Cuarta Este Area Fundacional",1822015.857,0,"alto"
292,"Morera","06/03/2012 10:37","Alto (> 8 mts)",160,"Grande",-68.82234636,-32.86775523,4,"Cuarta Este Area Fundacional",1822015.857,0,"muy alto"
293,"Morera","05/03/2012 13:35","Alto (> 8 mts)",110,"Grande",-68.82248122,-32.86775144,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
294,"Morera","05/03/2012 13:34","Alto (> 8 mts)",170,"Grande",-68.82257199,-32.86774604,4,"Cuarta Este Area Fundacional",1822015.857,0,"muy alto"
296,"Fresno europeo","05/03/2012 13:32","Bajo (2 - 4 mts)",100,"Grande",-68.82261355,-32.86763397,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
297,"Fresno europeo","05/03/2012 13:30","Medio (4 - 8 mts)",140,"Grande",-68.82260524,-32.86756992,4,"Cuarta Este Area Fundacional",1822015.857,0,"alto"
299,"Paraiso sombrilla","05/03/2012 13:26","Bajo (2 - 4 mts)",30,"Mediano",-68.82259055,-32.86740619,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
306,"Fresno europeo","05/03/2012 13:14","Medio (4 - 8 mts)",105,"Grande",-68.82240111,-32.86710973,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
308,"Fresno europeo","05/03/2012 13:06","Alto (> 8 mts)",130,"Grande",-68.82225025,-32.86711504,4,"Cuarta Este Area Fundacional",1822015.857,1,"alto"
310,"Fresno europeo","05/03/2012 13:01","Medio (4 - 8 mts)",100,"Grande",-68.8221492,-32.86711647,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
311,"Acer","05/03/2012 12:57","Medio (4 - 8 mts)",120,"Grande",-68.8220302,-32.86712184,4,"Cuarta Este Area Fundacional",1822015.857,0,"alto"
316,"Morera","05/03/2012 12:42","Medio (4 - 8 mts)",65,"Grande",-68.82160238,-32.86713706,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
317,"lamo criollo","05/03/2012 12:41","Alto (> 8 mts)",280,"Grande",-68.82150881,-32.8671385,4,"Cuarta Este Area Fundacional",1822015.857,0,"muy alto"
320,"Morera","07/03/2012 11:02","Medio (4 - 8 mts)",150,"Grande",-68.82016159,-32.86732406,4,"Cuarta Este Area Fundacional",1822015.857,0,"alto"
322,"Morera","07/03/2012 10:40","Medio (4 - 8 mts)",150,"Grande",-68.82017771,-32.86747402,4,"Cuarta Este Area Fundacional",1822015.857,0,"alto"
324,"Morera","07/03/2012 10:36","Medio (4 - 8 mts)",140,"Grande",-68.82020263,-32.86765957,4,"Cuarta Este Area Fundacional",1822015.857,0,"alto"
325,"Morera","07/03/2012 10:35","Medio (4 - 8 mts)",140,"Grande",-68.82020738,-32.8677023,4,"Cuarta Este Area Fundacional",1822015.857,0,"alto"
326,"Paraiso sombrilla","07/03/2012 10:33","Medio (4 - 8 mts)",64,"Grande",-68.82021409,-32.86775699,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
327,"Fresno europeo","07/03/2012 10:32","Muy bajo (1 - 2 mts)",5,"Chico",-68.82031786,-32.86781544,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
329,"Perenne","07/03/2012 10:29","Muy bajo (1 - 2 mts)",6,"Chico",-68.82047082,-32.8678122,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
330,"Paraiso sombrilla","07/03/2012 10:21","Medio (4 - 8 mts)",180,"Grande",-68.82054394,-32.86781,4,"Cuarta Este Area Fundacional",1822015.857,0,"muy alto"
331,"Fresno americano","07/03/2012 10:18","Bajo (2 - 4 mts)",20,"Chico",-68.82058216,-32.86780832,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
332,"Caducifolio","07/03/2012 10:16","Muy bajo (1 - 2 mts)",4,"Chico",-68.82063142,-32.86780894,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
333,"Caducifolio","07/03/2012 10:15","Muy bajo (1 - 2 mts)",4,"Chico",-68.82066896,-32.86780727,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
334,"Jacarand","07/03/2012 10:08","Bajo (2 - 4 mts)",28,"Mediano",-68.82070514,-32.8678056,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
337,"Morera","07/03/2012 09:56","Medio (4 - 8 mts)",80,"Grande",-68.82093402,-32.86779898,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
338,"Morera","07/03/2012 09:54","Medio (4 - 8 mts)",110,"Grande",-68.82100364,-32.8677962,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
