"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
595,"Morera","08/03/2012 09:29","Alto (> 8 mts)",110,"Grande",-68.81992749,-32.86796454,4,"Cuarta Este Area Fundacional",1822015.857,1,"medio"
597,"Paraiso","08/03/2012 09:25","Medio (4 - 8 mts)",100,"Grande",-68.8198623,-32.86796834,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
600,"Morera","08/03/2012 09:22","Alto (> 8 mts)",130,"Grande",-68.81970164,-32.86797421,4,"Cuarta Este Area Fundacional",1822015.857,1,"alto"
601,"Morera","08/03/2012 09:21","Alto (> 8 mts)",160,"Grande",-68.8196437,-32.86797468,4,"Cuarta Este Area Fundacional",1822015.857,1,"alto"
622,"Morera","07/03/2012 16:54","Medio (4 - 8 mts)",120,"Grande",-68.81883972,-32.86849367,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
641,"Morera","08/03/2012 11:34","Bajo (2 - 4 mts)",20,"Chico",-68.81783807,-32.8687142,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
646,"Morera","08/03/2012 16:29","Medio (4 - 8 mts)",126,"Grande",-68.81757778,-32.86836884,4,"Cuarta Este Area Fundacional",1822015.857,0,"alto"
662,"Morera","07/03/2012 16:12","Medio (4 - 8 mts)",82,"Grande",-68.8181405,-32.86805956,4,"Cuarta Este Area Fundacional",1822015.857,0,"medio"
664,"Paraiso","07/03/2012 16:17","Alto (> 8 mts)",140,"Grande",-68.81833387,-32.86804043,4,"Cuarta Este Area Fundacional",1822015.857,0,"alto"
665,"Paraiso sombrilla","07/03/2012 16:19","Bajo (2 - 4 mts)",160,"Grande",-68.81842188,-32.86803438,4,"Cuarta Este Area Fundacional",1822015.857,1,"alto"
674,"Jacarand","30/01/2012 17:42","Muy bajo (1 - 2 mts)",14,"Chico",-68.8527704,-32.90209827,2,"Barrio Civico",2366816.36,1,"bajo"
696,"Paraiso","09/08/2011 10:07","Alto (> 8 mts)",107,"Grande",-68.83402996,-32.86496685,4,"Cuarta Oeste",1173332.701,1,"medio"
709,"Arabia","17/12/2011 08:47","Muy bajo (1 - 2 mts)",30,"Mediano",-68.88121384,-32.87333519,8,"Aeroparque",2203364.736,0,"bajo"
712,"Eucalyptus","17/12/2011 08:56","Bajo (2 - 4 mts)",30,"Mediano",-68.88123896,-32.87321332,8,"Aeroparque",2203364.736,0,"bajo"
715,"Paraiso sombrilla","17/12/2011 09:08","Muy bajo (1 - 2 mts)",10,"Chico",-68.88132152,-32.87312797,8,"Aeroparque",2203364.736,0,"bajo"
725,"Paraiso sombrilla","17/12/2011 09:52","Bajo (2 - 4 mts)",45,"Mediano",-68.88133552,-32.87261392,8,"Aeroparque",2203364.736,0,"bajo"
733,"Paraiso","19/12/2011 10:26","Bajo (2 - 4 mts)",40,"Mediano",-68.88074974,-32.87230961,8,"Aeroparque",2203364.736,0,"bajo"
765,"Aguaribay","14/12/2011 11:12","Medio (4 - 8 mts)",35,"Mediano",-68.88053418,-32.86728058,8,"Aeroparque",2203364.736,1,"bajo"
778,"Aguaribay","14/12/2011 10:47","Alto (> 8 mts)",170,"Grande",-68.87982607,-32.86753125,8,"Aeroparque",2203364.736,1,"muy alto"
782,"Aguaribay","14/12/2011 10:35","Medio (4 - 8 mts)",138,"Grande",-68.87958502,-32.86745705,8,"Aeroparque",2203364.736,1,"alto"
784,"Aguaribay","14/12/2011 10:33","Bajo (2 - 4 mts)",35,"Mediano",-68.87955401,-32.86732391,8,"Aeroparque",2203364.736,0,"bajo"
793,"Aguaribay","14/12/2011 10:17","Medio (4 - 8 mts)",120,"Grande",-68.87966396,-32.86658448,8,"Aeroparque",2203364.736,0,"medio"
813,"Aguaribay","16/12/2011 12:12","Medio (4 - 8 mts)",98,"Grande",-68.88255966,-32.86682442,8,"Aeroparque",2203364.736,0,"medio"
824,"Aguaribay","16/12/2011 11:31","Medio (4 - 8 mts)",100,"Grande",-68.88223052,-32.8670664,8,"Aeroparque",2203364.736,0,"medio"
855,"Aguaribay","15/12/2011 08:18","Medio (4 - 8 mts)",100,"Grande",-68.88051986,-32.86663426,8,"Aeroparque",2203364.736,0,"medio"
856,"Aguaribay","15/12/2011 08:18","Medio (4 - 8 mts)",100,"Grande",-68.88051046,-32.86659887,8,"Aeroparque",2203364.736,0,"medio"
859,"Aguaribay","15/12/2011 08:14","Medio (4 - 8 mts)",100,"Grande",-68.88048103,-32.86648799,8,"Aeroparque",2203364.736,0,"medio"
869,"Aguaribay","14/12/2011 11:34","Medio (4 - 8 mts)",140,"Grande",-68.88035078,-32.86599774,8,"Aeroparque",2203364.736,0,"alto"
880,"Paraiso sombrilla","17/01/2012 12:45","Bajo (2 - 4 mts)",54,"Mediano",-68.8480851,-32.87528726,6,"Residencial Norte",2694682.38,0,"bajo"
886,"Acacia SP","17/01/2012 12:14","Medio (4 - 8 mts)",30,"Mediano",-68.847683,-32.87536168,6,"Residencial Norte",2694682.38,1,"bajo"
894,"Paraiso","17/01/2012 08:30","Medio (4 - 8 mts)",95,"Grande",-68.84728277,-32.87344076,6,"Residencial Norte",2694682.38,1,"medio"
928,"Paraiso sombrilla","15/01/2012 19:05","Bajo (2 - 4 mts)",46,"Mediano",-68.85394216,-32.87166552,6,"Residencial Norte",2694682.38,0,"bajo"
932,"Fresno europeo","13/01/2012 19:21","Bajo (2 - 4 mts)",36,"Mediano",-68.85060351,-32.87289785,6,"Residencial Norte",2694682.38,0,"bajo"
945,"Paraiso","10/01/2012 17:35","Muy bajo (1 - 2 mts)",8,"Chico",-68.84853912,-32.873185,6,"Residencial Norte",2694682.38,0,"bajo"
955,"Morera","11/01/2012 12:34","Medio (4 - 8 mts)",35,"Mediano",-68.83466181,-32.89503789,3,"Parque O'Higgins",1531146.027,0,"bajo"
961,"Jacarand","11/01/2012 12:51","Medio (4 - 8 mts)",78,"Grande",-68.83423037,-32.8950511,3,"Parque O'Higgins",1531146.027,0,"bajo"
965,"Morera","25/01/2012 08:20","Alto (> 8 mts)",130,"Grande",-68.84976246,-32.87286002,6,"Residencial Norte",2694682.38,1,"alto"
967,"Morera","25/01/2012 08:16","Alto (> 8 mts)",105,"Grande",-68.84978428,-32.87294733,6,"Residencial Norte",2694682.38,1,"medio"
979,"Morera","16/01/2012 09:59","Medio (4 - 8 mts)",45,"Mediano",-68.83619985,-32.86881702,4,"Cuarta Oeste",1173332.701,1,"bajo"
1015,"Aguaribay","14/12/2011 11:14","Medio (4 - 8 mts)",110,"Grande",-68.88085704,-32.86524491,8,"Aeroparque",2203364.736,0,"medio"
1035,"Aguaribay","14/12/2011 10:48","Bajo (2 - 4 mts)",60,"Mediano",-68.88232633,-32.86496348,8,"Aeroparque",2203364.736,0,"bajo"
1068,"Aguaribay","14/12/2011 13:38","Medio (4 - 8 mts)",80,"Grande",-68.88001348,-32.8682045,8,"Aeroparque",2203364.736,1,"bajo"
1084,"Aguaribay","14/12/2011 09:17","Bajo (2 - 4 mts)",22,"Mediano",-68.88103566,-32.86789925,8,"Aeroparque",2203364.736,0,"bajo"
1105,"Aguaribay","13/12/2011 17:27","Bajo (2 - 4 mts)",42,"Mediano",-68.87968234,-32.86772865,8,"Aeroparque",2203364.736,0,"bajo"
1119,"Prunas","01/12/2011 12:30","Bajo (2 - 4 mts)",48,"Mediano",-68.87616505,-32.86614272,8,"Aeroparque",2203364.736,0,"bajo"
1140,"Morera","02/12/2011 10:55","Medio (4 - 8 mts)",23,"Mediano",-68.87613436,-32.86791456,8,"Aeroparque",2203364.736,0,"bajo"
1141,"Caducifolio","02/12/2011 07:33","Bajo (2 - 4 mts)",45,"Mediano",-68.87707242,-32.8684422,8,"Aeroparque",2203364.736,1,"bajo"
1147,"Olmo comun","01/12/2011 13:20","Alto (> 8 mts)",98,"Grande",-68.87700437,-32.86818694,8,"Aeroparque",2203364.736,0,"medio"
1159,"Fresno americano","29/11/2011 12:12","Medio (4 - 8 mts)",53,"Mediano",-68.87534997,-32.86504958,8,"Aeroparque",2203364.736,1,"bajo"
1198,"Fresno europeo","30/11/2011 11:58","Bajo (2 - 4 mts)",18,"Chico",-68.87551829,-32.86562776,8,"Aeroparque",2203364.736,1,"bajo"
1213,"Paraiso sombrilla","29/11/2011 12:28","Medio (4 - 8 mts)",65,"Grande",-68.87625802,-32.86478439,8,"Aeroparque",2203364.736,0,"bajo"
1220,"Jacarand","29/11/2011 12:08","Muy bajo (1 - 2 mts)",3,"Chico",-68.87701966,-32.86470289,8,"Aeroparque",2203364.736,0,"bajo"
1226,"Paraiso","29/11/2011 10:49","Medio (4 - 8 mts)",30,"Mediano",-68.87672703,-32.86588112,8,"Aeroparque",2203364.736,0,"bajo"
1245,"Paraiso","07/12/2011 10:31","Medio (4 - 8 mts)",130,"Grande",-68.87745957,-32.86637454,8,"Aeroparque",2203364.736,1,"alto"
1270,"Palo borracho","05/12/2011 11:24","Bajo (2 - 4 mts)",90,"Grande",-68.8788155,-32.86857537,8,"Aeroparque",2203364.736,0,"medio"
1277,"Aguaribay","05/12/2011 11:17","Bajo (2 - 4 mts)",30,"Mediano",-68.87846254,-32.86864022,8,"Aeroparque",2203364.736,0,"bajo"
1290,"Morera","30/11/2011 18:04","Bajo (2 - 4 mts)",60,"Mediano",-68.87747571,-32.86949197,8,"Aeroparque",2203364.736,0,"bajo"
1316,"Aguaribay","30/11/2011 11:20","Bajo (2 - 4 mts)",60,"Mediano",-68.87738061,-32.86457098,8,"Aeroparque",2203364.736,1,"bajo"
1354,"Paraiso sombrilla","29/11/2011 13:11","Bajo (2 - 4 mts)",50,"Mediano",-68.87721612,-32.8650428,8,"Aeroparque",2203364.736,0,"bajo"
1357,"Paraiso sombrilla","30/11/2011 10:55","Bajo (2 - 4 mts)",35,"Mediano",-68.87719247,-32.86495445,8,"Aeroparque",2203364.736,0,"bajo"
1381,"Acer","23/11/2011 11:18","Medio (4 - 8 mts)",50,"Mediano",-68.87071393,-32.87867334,7,"Residencial Parque",1786336.09,0,"bajo"
1382,"Acacia SP","23/11/2011 11:16","Muy bajo (1 - 2 mts)",22,"Mediano",-68.87074689,-32.87876872,7,"Residencial Parque",1786336.09,0,"bajo"
1393,"Aguaribay","23/11/2011 11:01","Alto (> 8 mts)",160,"Grande",-68.8709307,-32.87933082,7,"Residencial Parque",1786336.09,0,"alto"
1493,"Acacia SP","24/11/2011 11:31","Medio (4 - 8 mts)",80,"Grande",-68.87208366,-32.87666397,7,"Residencial Parque",1786336.09,1,"bajo"
1500,"Paraiso","24/11/2011 11:20","Medio (4 - 8 mts)",80,"Grande",-68.87196086,-32.87632043,7,"Residencial Parque",1786336.09,0,"bajo"
1518,"Fresno americano","24/11/2011 10:23","Bajo (2 - 4 mts)",14,"Chico",-68.87338933,-32.87788493,7,"Residencial Parque",1786336.09,0,"bajo"
1528,"Fresno americano","24/11/2011 10:02","Bajo (2 - 4 mts)",27,"Mediano",-68.87357126,-32.8784212,7,"Residencial Parque",1786336.09,0,"bajo"
1548,"Morera","22/11/2011 18:15","Medio (4 - 8 mts)",56,"Mediano",-68.87304127,-32.87899401,7,"Residencial Parque",1786336.09,0,"bajo"
1555,"Fresno europeo","21/11/2011 18:02","Bajo (2 - 4 mts)",38,"Mediano",-68.87369221,-32.87927024,7,"Residencial Parque",1786336.09,0,"bajo"
1559,"Paraiso","21/11/2011 17:51","Bajo (2 - 4 mts)",100,"Grande",-68.87363333,-32.87901215,7,"Residencial Parque",1786336.09,0,"medio"
1562,"Fresno americano","21/11/2011 17:40","Bajo (2 - 4 mts)",48,"Mediano",-68.87356228,-32.87880846,7,"Residencial Parque",1786336.09,0,"bajo"
1574,"Morera","25/11/2011 09:48","Medio (4 - 8 mts)",80,"Grande",-68.87343207,-32.87694934,7,"Residencial Parque",1786336.09,0,"bajo"
1595,"Morera","24/11/2011 10:33","Medio (4 - 8 mts)",55,"Mediano",-68.87209503,-32.87964965,7,"Residencial Parque",1786336.09,0,"bajo"
1614,"Acer","24/11/2011 10:08","Bajo (2 - 4 mts)",15,"Chico",-68.8715131,-32.87888408,7,"Residencial Parque",1786336.09,0,"bajo"
1623,"Jacarand","24/11/2011 09:55","Medio (4 - 8 mts)",50,"Mediano",-68.87136671,-32.87846265,7,"Residencial Parque",1786336.09,0,"bajo"
1634,"Acer","23/11/2011 10:08","Muy bajo (1 - 2 mts)",20,"Chico",-68.87115789,-32.87784275,7,"Residencial Parque",1786336.09,0,"bajo"
1655,"Aguaribay","23/11/2011 08:41","Alto (> 8 mts)",110,"Grande",-68.87178579,-32.87803276,7,"Residencial Parque",1786336.09,1,"medio"
1685,"Paraiso","25/11/2011 11:07","Muy bajo (1 - 2 mts)",14,"Chico",-68.8721349,-32.87722767,7,"Residencial Parque",1786336.09,0,"bajo"
1697,"Paraiso","24/11/2011 12:28","Medio (4 - 8 mts)",70,"Grande",-68.87204799,-32.87829172,7,"Residencial Parque",1786336.09,0,"bajo"
1705,"Paraiso","24/11/2011 12:16","Medio (4 - 8 mts)",58,"Mediano",-68.87214063,-32.87855649,7,"Residencial Parque",1786336.09,1,"bajo"
1734,"Fresno americano","22/11/2011 09:31","Alto (> 8 mts)",98,"Grande",-68.8728935,-32.87900793,7,"Residencial Parque",1786336.09,1,"medio"
1739,"Caducifolio","22/11/2011 09:18","Medio (4 - 8 mts)",38,"Mediano",-68.87277983,-32.87869809,7,"Residencial Parque",1786336.09,1,"bajo"
1753,"Perenne","21/11/2011 10:14","Bajo (2 - 4 mts)",32,"Mediano",-68.8724341,-32.8777746,7,"Residencial Parque",1786336.09,1,"bajo"
1761,"Aguaribay","25/11/2011 10:35","Medio (4 - 8 mts)",105,"Grande",-68.87068076,-32.87905981,7,"Residencial Parque",1786336.09,1,"medio"
1771,"Morera","25/11/2011 10:15","Medio (4 - 8 mts)",30,"Mediano",-68.87045962,-32.8783969,7,"Residencial Parque",1786336.09,0,"bajo"
1792,"Acer","25/11/2011 09:18","Medio (4 - 8 mts)",78,"Grande",-68.87010759,-32.87901202,7,"Residencial Parque",1786336.09,0,"bajo"
1847,"Acacia SP","17/11/2011 12:39","Muy bajo (1 - 2 mts)",4,"Chico",-68.85937942,-32.87193701,6,"Residencial Norte",2694682.38,0,"bajo"
1867,"Conifera","16/11/2011 12:27","Medio (4 - 8 mts)",60,"Mediano",-68.86119775,-32.87066749,7,"Residencial Parque",1786336.09,1,"bajo"
1868,"Perenne","16/11/2011 12:26","Muy bajo (1 - 2 mts)",180,"Grande",-68.8611984,-32.87070835,7,"Residencial Parque",1786336.09,0,"muy alto"
1875,"Paraiso","15/11/2011 13:22","Medio (4 - 8 mts)",52,"Mediano",-68.8608776,-32.87036883,7,"Residencial Parque",1786336.09,0,"bajo"
1900,"Acacia SP","17/11/2011 11:16","Muy bajo (1 - 2 mts)",2,"Chico",-68.85899553,-32.86944878,6,"Residencial Norte",2694682.38,1,"bajo"
1901,"Acacia SP","17/11/2011 11:14","Muy bajo (1 - 2 mts)",2,"Chico",-68.85898122,-32.86935791,6,"Residencial Norte",2694682.38,1,"bajo"
1904,"Acacia SP","16/11/2011 12:57","Muy bajo (1 - 2 mts)",3,"Chico",-68.85888831,-32.86883548,6,"Residencial Norte",2694682.38,1,"bajo"
1909,"Paraiso","18/11/2011 11:32","Bajo (2 - 4 mts)",35,"Mediano",-68.85847194,-32.86874912,6,"Residencial Norte",2694682.38,1,"bajo"
1948,"Paraiso sombrilla","18/11/2011 17:01","Medio (4 - 8 mts)",90,"Grande",-68.85918184,-32.87058474,6,"Residencial Norte",2694682.38,1,"medio"
1949,"Morera","18/11/2011 16:58","Medio (4 - 8 mts)",105,"Grande",-68.85916423,-32.87051122,6,"Residencial Norte",2694682.38,1,"medio"
1951,"Acacia SP","18/11/2011 16:56","Muy bajo (1 - 2 mts)",16,"Chico",-68.85913233,-32.87027402,6,"Residencial Norte",2694682.38,1,"bajo"
1952,"Morera","18/11/2011 16:50","Alto (> 8 mts)",120,"Grande",-68.85909016,-32.87002357,6,"Residencial Norte",2694682.38,1,"medio"
1954,"lamo blanco","21/11/2011 12:48","Bajo (2 - 4 mts)",33,"Mediano",-68.85881605,-32.86991808,6,"Residencial Norte",2694682.38,1,"bajo"
1977,"Pltano","03/01/2012 09:17","Alto (> 8 mts)",110,"Grande",-68.85903184,-32.88984322,5,"Residencial Sur",2423808.924,0,"medio"
1981,"Morera","03/01/2012 11:02","Bajo (2 - 4 mts)",46,"Mediano",-68.85981028,-32.89019398,5,"Residencial Sur",2423808.924,1,"bajo"
1985,"Prunas","03/01/2012 10:14","Bajo (2 - 4 mts)",30,"Mediano",-68.8600619,-32.88922191,5,"Residencial Sur",2423808.924,0,"bajo"
2000,"Ailanthus","14/11/2011 13:03","Alto (> 8 mts)",58,"Mediano",-68.83191617,-32.89378939,3,"Parque O'Higgins",1531146.027,0,"bajo"
2002,"Morera","14/11/2011 13:48","Alto (> 8 mts)",105,"Grande",-68.83273454,-32.89490334,3,"Parque O'Higgins",1531146.027,1,"medio"
2012,"Caducifolio","14/11/2011 13:36","Alto (> 8 mts)",90,"Grande",-68.83227048,-32.89428612,3,"Parque O'Higgins",1531146.027,1,"medio"
2037,"Morera","01/11/2011 10:25","Medio (4 - 8 mts)",100,"Grande",-68.83306107,-32.89490733,3,"Parque O'Higgins",1531146.027,0,"medio"
2047,"Morera","14/11/2011 18:06","Alto (> 8 mts)",180,"Grande",-68.82768874,-32.88087446,4,"Cuarta Este Area Fundacional",1822015.857,0,"muy alto"
2077,"Fresno americano","11/10/2011 15:40","Muy bajo (1 - 2 mts)",9,"Chico",-68.82835003,-32.88037522,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
2082,"Pltano","11/10/2011 14:53","Bajo (2 - 4 mts)",48,"Mediano",-68.82917752,-32.88032304,4,"Cuarta Este Area Fundacional",1822015.857,0,"bajo"
2084,"Morera","22/11/2011 12:38","Bajo (2 - 4 mts)",18,"Chico",-68.82962203,-32.88237042,3,"Parque O'Higgins",1531146.027,1,"bajo"
2089,"Morera","22/11/2011 11:59","Alto (> 8 mts)",200,"Grande",-68.82805241,-32.88230161,3,"Parque O'Higgins",1531146.027,1,"muy alto"
2094,"Morera","22/11/2011 11:19","Alto (> 8 mts)",185,"Grande",-68.82793286,-32.88182354,3,"Parque O'Higgins",1531146.027,0,"muy alto"
2122,"Morera","11/11/2011 12:14","Medio (4 - 8 mts)",110,"Grande",-68.83082023,-32.88623326,3,"Parque O'Higgins",1531146.027,1,"medio"
2137,"Acacia SP","09/11/2011 10:08","Medio (4 - 8 mts)",75,"Grande",-68.83348092,-32.89127137,3,"Parque O'Higgins",1531146.027,1,"bajo"
